-1.000e-02,-0.292
-9.990e-03,-0.26
-9.980e-03,-0.24
-9.970e-03,-0.212
-9.960e-03,-0.184
-9.950e-03,-0.156
-9.940e-03,-0.116
-9.930e-03,-0.092
-9.920e-03,-0.068
-9.910e-03,-0.036
-9.900e-03,-0.004
-9.890e-03,0.032
-9.880e-03,0.06
-9.870e-03,0.088
-9.860e-03,0.124
-9.850e-03,0.16
-9.840e-03,0.184
-9.830e-03,0.208
-9.820e-03,0.244
-9.810e-03,0.264
-9.800e-03,0.288
-9.790e-03,0.312
-9.780e-03,0.344
-9.770e-03,0.36
-9.760e-03,0.376
-9.750e-03,0.404
-9.740e-03,0.42
-9.730e-03,0.436
-9.720e-03,0.448
-9.710e-03,0.468
-9.700e-03,0.476
-9.690e-03,0.488
-9.680e-03,0.488
-9.670e-03,0.488
-9.660e-03,0.496
-9.650e-03,0.496
-9.640e-03,0.5
-9.630e-03,0.492
-9.620e-03,0.488
-9.610e-03,0.488
-9.600e-03,0.472
-9.590e-03,0.468
-9.580e-03,0.456
-9.570e-03,0.436
-9.560e-03,0.436
-9.550e-03,0.404
-9.540e-03,0.392
-9.530e-03,0.364
-9.520e-03,0.344
-9.510e-03,0.316
-9.500e-03,0.288
-9.490e-03,0.268
-9.480e-03,0.244
-9.470e-03,0.216
-9.460e-03,0.18
-9.450e-03,0.16
-9.440e-03,0.132
-9.430e-03,0.1
-9.420e-03,0.064
-9.410e-03,0.036
-9.400e-03,0.008
-9.390e-03,-0.02
-9.380e-03,-0.056
-9.370e-03,-0.076
-9.360e-03,-0.12
-9.350e-03,-0.14
-9.340e-03,-0.18
-9.330e-03,-0.212
-9.320e-03,-0.24
-9.310e-03,-0.256
-9.300e-03,-0.284
-9.290e-03,-0.312
-9.280e-03,-0.344
-9.270e-03,-0.356
-9.260e-03,-0.38
-9.250e-03,-0.404
-9.240e-03,-0.42
-9.230e-03,-0.432
-9.220e-03,-0.452
-9.210e-03,-0.456
-9.200e-03,-0.472
-9.190e-03,-0.48
-9.180e-03,-0.484
-9.170e-03,-0.492
-9.160e-03,-0.496
-9.150e-03,-0.492
-9.140e-03,-0.496
-9.130e-03,-0.492
-9.120e-03,-0.488
-9.110e-03,-0.484
-9.100e-03,-0.472
-9.090e-03,-0.464
-9.080e-03,-0.452
-9.070e-03,-0.436
-9.060e-03,-0.42
-9.050e-03,-0.408
-9.040e-03,-0.388
-9.030e-03,-0.364
-9.020e-03,-0.336
-9.010e-03,-0.312
-9.000e-03,-0.288
-8.990e-03,-0.268
-8.980e-03,-0.24
-8.970e-03,-0.212
-8.960e-03,-0.18
-8.950e-03,-0.156
-8.940e-03,-0.124
-8.930e-03,-0.092
-8.920e-03,-0.06
-8.910e-03,-0.032
-8.900e-03,-0.012
-8.890e-03,0.028
-8.880e-03,0.06
-8.870e-03,0.088
-8.860e-03,0.124
-8.850e-03,0.156
-8.840e-03,0.192
-8.830e-03,0.212
-8.820e-03,0.244
-8.810e-03,0.26
-8.800e-03,0.296
-8.790e-03,0.316
-8.780e-03,0.348
-8.770e-03,0.372
-8.760e-03,0.392
-8.750e-03,0.404
-8.740e-03,0.42
-8.730e-03,0.436
-8.720e-03,0.456
-8.710e-03,0.464
-8.700e-03,0.472
-8.690e-03,0.488
-8.680e-03,0.488
-8.670e-03,0.496
-8.660e-03,0.496
-8.650e-03,0.5
-8.640e-03,0.5
-8.630e-03,0.492
-8.620e-03,0.492
-8.610e-03,0.48
-8.600e-03,0.472
-8.590e-03,0.46
-8.580e-03,0.456
-8.570e-03,0.436
-8.560e-03,0.42
-8.550e-03,0.412
-8.540e-03,0.384
-8.530e-03,0.364
-8.520e-03,0.344
-8.510e-03,0.316
-8.500e-03,0.3
-8.490e-03,0.264
-8.480e-03,0.244
-8.470e-03,0.212
-8.460e-03,0.184
-8.450e-03,0.152
-8.440e-03,0.12
-8.430e-03,0.096
-8.420e-03,0.068
-8.410e-03,0.036
-8.400e-03,0.004
-8.390e-03,-0.028
-8.380e-03,-0.056
-8.370e-03,-0.084
-8.360e-03,-0.12
-8.350e-03,-0.152
-8.340e-03,-0.18
-8.330e-03,-0.208
-8.320e-03,-0.236
-8.310e-03,-0.264
-8.300e-03,-0.288
-8.290e-03,-0.308
-8.280e-03,-0.332
-8.270e-03,-0.36
-8.260e-03,-0.372
-8.250e-03,-0.408
-8.240e-03,-0.42
-8.230e-03,-0.432
-8.220e-03,-0.452
-8.210e-03,-0.464
-8.200e-03,-0.476
-8.190e-03,-0.476
-8.180e-03,-0.488
-8.170e-03,-0.496
-8.160e-03,-0.496
-8.150e-03,-0.496
-8.140e-03,-0.5
-8.130e-03,-0.488
-8.120e-03,-0.488
-8.110e-03,-0.488
-8.100e-03,-0.472
-8.090e-03,-0.468
-8.080e-03,-0.448
-8.070e-03,-0.432
-8.060e-03,-0.416
-8.050e-03,-0.404
-8.040e-03,-0.388
-8.030e-03,-0.356
-8.020e-03,-0.336
-8.010e-03,-0.316
-8.000e-03,-0.292
-7.990e-03,-0.264
-7.980e-03,-0.24
-7.970e-03,-0.212
-7.960e-03,-0.192
-7.950e-03,-0.144
-7.940e-03,-0.132
-7.930e-03,-0.092
-7.920e-03,-0.06
-7.910e-03,-0.032
-7.900e-03,-0.004
-7.890e-03,0.028
-7.880e-03,0.056
-7.870e-03,0.096
-7.860e-03,0.128
-7.850e-03,0.156
-7.840e-03,0.184
-7.830e-03,0.208
-7.820e-03,0.244
-7.810e-03,0.268
-7.800e-03,0.292
-7.790e-03,0.316
-7.780e-03,0.332
-7.770e-03,0.364
-7.760e-03,0.388
-7.750e-03,0.404
-7.740e-03,0.42
-7.730e-03,0.436
-7.720e-03,0.456
-7.710e-03,0.456
-7.700e-03,0.476
-7.690e-03,0.484
-7.680e-03,0.496
-7.670e-03,0.492
-7.660e-03,0.496
-7.650e-03,0.5
-7.640e-03,0.492
-7.630e-03,0.488
-7.620e-03,0.488
-7.610e-03,0.484
-7.600e-03,0.472
-7.590e-03,0.464
-7.580e-03,0.456
-7.570e-03,0.436
-7.560e-03,0.424
-7.550e-03,0.396
-7.540e-03,0.388
-7.530e-03,0.372
-7.520e-03,0.344
-7.510e-03,0.316
-7.500e-03,0.292
-7.490e-03,0.272
-7.480e-03,0.232
-7.470e-03,0.212
-7.460e-03,0.192
-7.450e-03,0.156
-7.440e-03,0.128
-7.430e-03,0.1
-7.420e-03,0.06
-7.410e-03,0.032
-7.400e-03,0.008
-7.390e-03,-0.028
-7.380e-03,-0.052
-7.370e-03,-0.084
-7.360e-03,-0.116
-7.350e-03,-0.152
-7.340e-03,-0.176
-7.330e-03,-0.204
-7.320e-03,-0.232
-7.310e-03,-0.264
-7.300e-03,-0.284
-7.290e-03,-0.312
-7.280e-03,-0.336
-7.270e-03,-0.36
-7.260e-03,-0.384
-7.250e-03,-0.404
-7.240e-03,-0.42
-7.230e-03,-0.432
-7.220e-03,-0.44
-7.210e-03,-0.456
-7.200e-03,-0.468
-7.190e-03,-0.48
-7.180e-03,-0.496
-7.170e-03,-0.492
-7.160e-03,-0.5
-7.150e-03,-0.496
-7.140e-03,-0.492
-7.130e-03,-0.488
-7.120e-03,-0.488
-7.110e-03,-0.48
-7.100e-03,-0.472
-7.090e-03,-0.464
-7.080e-03,-0.448
-7.070e-03,-0.432
-7.060e-03,-0.42
-7.050e-03,-0.408
-7.040e-03,-0.384
-7.030e-03,-0.36
-7.020e-03,-0.344
-7.010e-03,-0.316
-7.000e-03,-0.292
-6.990e-03,-0.26
-6.980e-03,-0.24
-6.970e-03,-0.212
-6.960e-03,-0.18
-6.950e-03,-0.152
-6.940e-03,-0.132
-6.930e-03,-0.088
-6.920e-03,-0.06
-6.910e-03,-0.036
-6.900e-03,0
-6.890e-03,0.032
-6.880e-03,0.064
-6.870e-03,0.1
-6.860e-03,0.12
-6.850e-03,0.156
-6.840e-03,0.184
-6.830e-03,0.212
-6.820e-03,0.244
-6.810e-03,0.268
-6.800e-03,0.288
-6.790e-03,0.312
-6.780e-03,0.344
-6.770e-03,0.364
-6.760e-03,0.388
-6.750e-03,0.404
-6.740e-03,0.424
-6.730e-03,0.444
-6.720e-03,0.452
-6.710e-03,0.464
-6.700e-03,0.468
-6.690e-03,0.488
-6.680e-03,0.488
-6.670e-03,0.496
-6.660e-03,0.504
-6.650e-03,0.504
-6.640e-03,0.5
-6.630e-03,0.496
-6.620e-03,0.492
-6.610e-03,0.48
-6.600e-03,0.472
-6.590e-03,0.46
-6.580e-03,0.456
-6.570e-03,0.44
-6.560e-03,0.416
-6.550e-03,0.404
-6.540e-03,0.388
-6.530e-03,0.372
-6.520e-03,0.352
-6.510e-03,0.324
-6.500e-03,0.3
-6.490e-03,0.268
-6.480e-03,0.244
-6.470e-03,0.216
-6.460e-03,0.192
-6.450e-03,0.16
-6.440e-03,0.132
-6.430e-03,0.1
-6.420e-03,0.064
-6.410e-03,0.036
-6.400e-03,0.008
-6.390e-03,-0.02
-6.380e-03,-0.052
-6.370e-03,-0.088
-6.360e-03,-0.12
-6.350e-03,-0.144
-6.340e-03,-0.18
-6.330e-03,-0.208
-6.320e-03,-0.232
-6.310e-03,-0.26
-6.300e-03,-0.28
-6.290e-03,-0.316
-6.280e-03,-0.336
-6.270e-03,-0.356
-6.260e-03,-0.38
-6.250e-03,-0.396
-6.240e-03,-0.416
-6.230e-03,-0.44
-6.220e-03,-0.44
-6.210e-03,-0.46
-6.200e-03,-0.46
-6.190e-03,-0.48
-6.180e-03,-0.488
-6.170e-03,-0.488
-6.160e-03,-0.492
-6.150e-03,-0.496
-6.140e-03,-0.496
-6.130e-03,-0.492
-6.120e-03,-0.484
-6.110e-03,-0.48
-6.100e-03,-0.472
-6.090e-03,-0.46
-6.080e-03,-0.452
-6.070e-03,-0.432
-6.060e-03,-0.42
-6.050e-03,-0.4
-6.040e-03,-0.384
-6.030e-03,-0.36
-6.020e-03,-0.34
-6.010e-03,-0.308
-6.000e-03,-0.288
-5.990e-03,-0.26
-5.980e-03,-0.236
-5.970e-03,-0.212
-5.960e-03,-0.188
-5.950e-03,-0.152
-5.940e-03,-0.124
-5.930e-03,-0.088
-5.920e-03,-0.064
-5.910e-03,-0.032
-5.900e-03,0
-5.890e-03,0.032
-5.880e-03,0.06
-5.870e-03,0.088
-5.860e-03,0.124
-5.850e-03,0.152
-5.840e-03,0.18
-5.830e-03,0.208
-5.820e-03,0.236
-5.810e-03,0.26
-5.800e-03,0.288
-5.790e-03,0.316
-5.780e-03,0.34
-5.770e-03,0.356
-5.760e-03,0.388
-5.750e-03,0.404
-5.740e-03,0.42
-5.730e-03,0.436
-5.720e-03,0.456
-5.710e-03,0.468
-5.700e-03,0.476
-5.690e-03,0.48
-5.680e-03,0.488
-5.670e-03,0.488
-5.660e-03,0.5
-5.650e-03,0.496
-5.640e-03,0.496
-5.630e-03,0.484
-5.620e-03,0.488
-5.610e-03,0.476
-5.600e-03,0.472
-5.590e-03,0.456
-5.580e-03,0.456
-5.570e-03,0.432
-5.560e-03,0.428
-5.550e-03,0.408
-5.540e-03,0.392
-5.530e-03,0.368
-5.520e-03,0.344
-5.510e-03,0.32
-5.500e-03,0.296
-5.490e-03,0.272
-5.480e-03,0.244
-5.470e-03,0.216
-5.460e-03,0.192
-5.450e-03,0.156
-5.440e-03,0.132
-5.430e-03,0.1
-5.420e-03,0.068
-5.410e-03,0.032
-5.400e-03,0.004
-5.390e-03,-0.024
-5.380e-03,-0.056
-5.370e-03,-0.084
-5.360e-03,-0.12
-5.350e-03,-0.148
-5.340e-03,-0.176
-5.330e-03,-0.212
-5.320e-03,-0.232
-5.310e-03,-0.26
-5.300e-03,-0.284
-5.290e-03,-0.308
-5.280e-03,-0.34
-5.270e-03,-0.36
-5.260e-03,-0.38
-5.250e-03,-0.404
-5.240e-03,-0.42
-5.230e-03,-0.436
-5.220e-03,-0.448
-5.210e-03,-0.46
-5.200e-03,-0.468
-5.190e-03,-0.476
-5.180e-03,-0.488
-5.170e-03,-0.488
-5.160e-03,-0.492
-5.150e-03,-0.492
-5.140e-03,-0.492
-5.130e-03,-0.484
-5.120e-03,-0.48
-5.110e-03,-0.488
-5.100e-03,-0.472
-5.090e-03,-0.464
-5.080e-03,-0.444
-5.070e-03,-0.436
-5.060e-03,-0.42
-5.050e-03,-0.4
-5.040e-03,-0.388
-5.030e-03,-0.364
-5.020e-03,-0.336
-5.010e-03,-0.312
-5.000e-03,-0.292
-4.990e-03,-0.26
-4.980e-03,-0.24
-4.970e-03,-0.212
-4.960e-03,-0.184
-4.950e-03,-0.152
-4.940e-03,-0.116
-4.930e-03,-0.088
-4.920e-03,-0.06
-4.910e-03,-0.032
-4.900e-03,0.004
-4.890e-03,0.032
-4.880e-03,0.064
-4.870e-03,0.088
-4.860e-03,0.128
-4.850e-03,0.16
-4.840e-03,0.192
-4.830e-03,0.212
-4.820e-03,0.244
-4.810e-03,0.268
-4.800e-03,0.288
-4.790e-03,0.312
-4.780e-03,0.344
-4.770e-03,0.364
-4.760e-03,0.384
-4.750e-03,0.404
-4.740e-03,0.42
-4.730e-03,0.436
-4.720e-03,0.448
-4.710e-03,0.464
-4.700e-03,0.472
-4.690e-03,0.488
-4.680e-03,0.488
-4.670e-03,0.496
-4.660e-03,0.496
-4.650e-03,0.496
-4.640e-03,0.496
-4.630e-03,0.492
-4.620e-03,0.496
-4.610e-03,0.488
-4.600e-03,0.472
-4.590e-03,0.464
-4.580e-03,0.448
-4.570e-03,0.444
-4.560e-03,0.42
-4.550e-03,0.408
-4.540e-03,0.396
-4.530e-03,0.364
-4.520e-03,0.348
-4.510e-03,0.316
-4.500e-03,0.3
-4.490e-03,0.272
-4.480e-03,0.236
-4.470e-03,0.212
-4.460e-03,0.188
-4.450e-03,0.16
-4.440e-03,0.128
-4.430e-03,0.1
-4.420e-03,0.068
-4.410e-03,0.036
-4.400e-03,0.012
-4.390e-03,-0.024
-4.380e-03,-0.048
-4.370e-03,-0.084
-4.360e-03,-0.12
-4.350e-03,-0.144
-4.340e-03,-0.184
-4.330e-03,-0.212
-4.320e-03,-0.228
-4.310e-03,-0.268
-4.300e-03,-0.288
-4.290e-03,-0.312
-4.280e-03,-0.336
-4.270e-03,-0.356
-4.260e-03,-0.38
-4.250e-03,-0.408
-4.240e-03,-0.42
-4.230e-03,-0.436
-4.220e-03,-0.448
-4.210e-03,-0.456
-4.200e-03,-0.468
-4.190e-03,-0.476
-4.180e-03,-0.484
-4.170e-03,-0.492
-4.160e-03,-0.492
-4.150e-03,-0.496
-4.140e-03,-0.492
-4.130e-03,-0.492
-4.120e-03,-0.488
-4.110e-03,-0.484
-4.100e-03,-0.468
-4.090e-03,-0.46
-4.080e-03,-0.452
-4.070e-03,-0.432
-4.060e-03,-0.42
-4.050e-03,-0.404
-4.040e-03,-0.38
-4.030e-03,-0.36
-4.020e-03,-0.336
-4.010e-03,-0.312
-4.000e-03,-0.288
-3.990e-03,-0.26
-3.980e-03,-0.244
-3.970e-03,-0.212
-3.960e-03,-0.184
-3.950e-03,-0.156
-3.940e-03,-0.124
-3.930e-03,-0.092
-3.920e-03,-0.06
-3.910e-03,-0.032
-3.900e-03,-0.004
-3.890e-03,0.028
-3.880e-03,0.056
-3.870e-03,0.096
-3.860e-03,0.128
-3.850e-03,0.156
-3.840e-03,0.184
-3.830e-03,0.208
-3.820e-03,0.228
-3.810e-03,0.264
-3.800e-03,0.292
-3.790e-03,0.312
-3.780e-03,0.344
-3.770e-03,0.36
-3.760e-03,0.392
-3.750e-03,0.408
-3.740e-03,0.42
-3.730e-03,0.432
-3.720e-03,0.452
-3.710e-03,0.456
-3.700e-03,0.472
-3.690e-03,0.476
-3.680e-03,0.488
-3.670e-03,0.5
-3.660e-03,0.5
-3.650e-03,0.492
-3.640e-03,0.496
-3.630e-03,0.492
-3.620e-03,0.496
-3.610e-03,0.492
-3.600e-03,0.472
-3.590e-03,0.464
-3.580e-03,0.444
-3.570e-03,0.444
-3.560e-03,0.42
-3.550e-03,0.404
-3.540e-03,0.388
-3.530e-03,0.372
-3.520e-03,0.34
-3.510e-03,0.316
-3.500e-03,0.292
-3.490e-03,0.264
-3.480e-03,0.244
-3.470e-03,0.216
-3.460e-03,0.192
-3.450e-03,0.16
-3.440e-03,0.132
-3.430e-03,0.104
-3.420e-03,0.072
-3.410e-03,0.04
-3.400e-03,0.004
-3.390e-03,-0.024
-3.380e-03,-0.06
-3.370e-03,-0.088
-3.360e-03,-0.116
-3.350e-03,-0.152
-3.340e-03,-0.18
-3.330e-03,-0.208
-3.320e-03,-0.24
-3.310e-03,-0.26
-3.300e-03,-0.284
-3.290e-03,-0.316
-3.280e-03,-0.336
-3.270e-03,-0.36
-3.260e-03,-0.38
-3.250e-03,-0.4
-3.240e-03,-0.416
-3.230e-03,-0.428
-3.220e-03,-0.452
-3.210e-03,-0.456
-3.200e-03,-0.476
-3.190e-03,-0.484
-3.180e-03,-0.484
-3.170e-03,-0.492
-3.160e-03,-0.496
-3.150e-03,-0.496
-3.140e-03,-0.492
-3.130e-03,-0.5
-3.120e-03,-0.488
-3.110e-03,-0.48
-3.100e-03,-0.468
-3.090e-03,-0.46
-3.080e-03,-0.448
-3.070e-03,-0.436
-3.060e-03,-0.42
-3.050e-03,-0.404
-3.040e-03,-0.384
-3.030e-03,-0.36
-3.020e-03,-0.336
-3.010e-03,-0.312
-3.000e-03,-0.288
-2.990e-03,-0.264
-2.980e-03,-0.24
-2.970e-03,-0.212
-2.960e-03,-0.176
-2.950e-03,-0.152
-2.940e-03,-0.12
-2.930e-03,-0.088
-2.920e-03,-0.06
-2.910e-03,-0.028
-2.900e-03,0
-2.890e-03,0.032
-2.880e-03,0.06
-2.870e-03,0.092
-2.860e-03,0.128
-2.850e-03,0.16
-2.840e-03,0.184
-2.830e-03,0.212
-2.820e-03,0.24
-2.810e-03,0.26
-2.800e-03,0.3
-2.790e-03,0.316
-2.780e-03,0.34
-2.770e-03,0.364
-2.760e-03,0.392
-2.750e-03,0.408
-2.740e-03,0.42
-2.730e-03,0.444
-2.720e-03,0.452
-2.710e-03,0.464
-2.700e-03,0.472
-2.690e-03,0.488
-2.680e-03,0.488
-2.670e-03,0.492
-2.660e-03,0.504
-2.650e-03,0.496
-2.640e-03,0.496
-2.630e-03,0.492
-2.620e-03,0.492
-2.610e-03,0.488
-2.600e-03,0.472
-2.590e-03,0.464
-2.580e-03,0.456
-2.570e-03,0.44
-2.560e-03,0.436
-2.550e-03,0.408
-2.540e-03,0.388
-2.530e-03,0.368
-2.520e-03,0.344
-2.510e-03,0.32
-2.500e-03,0.296
-2.490e-03,0.272
-2.480e-03,0.248
-2.470e-03,0.216
-2.460e-03,0.192
-2.450e-03,0.16
-2.440e-03,0.136
-2.430e-03,0.096
-2.420e-03,0.068
-2.410e-03,0.032
-2.400e-03,0.004
-2.390e-03,-0.024
-2.380e-03,-0.056
-2.370e-03,-0.084
-2.360e-03,-0.112
-2.350e-03,-0.148
-2.340e-03,-0.176
-2.330e-03,-0.208
-2.320e-03,-0.232
-2.310e-03,-0.26
-2.300e-03,-0.288
-2.290e-03,-0.312
-2.280e-03,-0.332
-2.270e-03,-0.364
-2.260e-03,-0.384
-2.250e-03,-0.4
-2.240e-03,-0.412
-2.230e-03,-0.432
-2.220e-03,-0.444
-2.210e-03,-0.46
-2.200e-03,-0.468
-2.190e-03,-0.484
-2.180e-03,-0.488
-2.170e-03,-0.492
-2.160e-03,-0.492
-2.150e-03,-0.492
-2.140e-03,-0.5
-2.130e-03,-0.488
-2.120e-03,-0.492
-2.110e-03,-0.484
-2.100e-03,-0.472
-2.090e-03,-0.468
-2.080e-03,-0.452
-2.070e-03,-0.436
-2.060e-03,-0.424
-2.050e-03,-0.408
-2.040e-03,-0.38
-2.030e-03,-0.36
-2.020e-03,-0.336
-2.010e-03,-0.312
-2.000e-03,-0.296
-1.990e-03,-0.268
-1.980e-03,-0.24
-1.970e-03,-0.212
-1.960e-03,-0.184
-1.950e-03,-0.148
-1.940e-03,-0.12
-1.930e-03,-0.092
-1.920e-03,-0.068
-1.910e-03,-0.028
-1.900e-03,-0.008
-1.890e-03,0.032
-1.880e-03,0.068
-1.870e-03,0.096
-1.860e-03,0.128
-1.850e-03,0.152
-1.840e-03,0.18
-1.830e-03,0.212
-1.820e-03,0.24
-1.810e-03,0.26
-1.800e-03,0.292
-1.790e-03,0.316
-1.780e-03,0.348
-1.770e-03,0.356
-1.760e-03,0.388
-1.750e-03,0.404
-1.740e-03,0.42
-1.730e-03,0.44
-1.720e-03,0.452
-1.710e-03,0.456
-1.700e-03,0.472
-1.690e-03,0.48
-1.680e-03,0.496
-1.670e-03,0.488
-1.660e-03,0.496
-1.650e-03,0.5
-1.640e-03,0.5
-1.630e-03,0.5
-1.620e-03,0.492
-1.610e-03,0.484
-1.600e-03,0.476
-1.590e-03,0.464
-1.580e-03,0.456
-1.570e-03,0.44
-1.560e-03,0.424
-1.550e-03,0.412
-1.540e-03,0.38
-1.530e-03,0.372
-1.520e-03,0.348
-1.510e-03,0.316
-1.500e-03,0.296
-1.490e-03,0.272
-1.480e-03,0.244
-1.470e-03,0.216
-1.460e-03,0.192
-1.450e-03,0.156
-1.440e-03,0.132
-1.430e-03,0.104
-1.420e-03,0.06
-1.410e-03,0.04
-1.400e-03,0.004
-1.390e-03,-0.028
-1.380e-03,-0.056
-1.370e-03,-0.084
-1.360e-03,-0.12
-1.350e-03,-0.144
-1.340e-03,-0.18
-1.330e-03,-0.204
-1.320e-03,-0.236
-1.310e-03,-0.256
-1.300e-03,-0.284
-1.290e-03,-0.308
-1.280e-03,-0.34
-1.270e-03,-0.356
-1.260e-03,-0.372
-1.250e-03,-0.396
-1.240e-03,-0.412
-1.230e-03,-0.432
-1.220e-03,-0.448
-1.210e-03,-0.452
-1.200e-03,-0.472
-1.190e-03,-0.476
-1.180e-03,-0.492
-1.170e-03,-0.488
-1.160e-03,-0.496
-1.150e-03,-0.5
-1.140e-03,-0.492
-1.130e-03,-0.492
-1.120e-03,-0.484
-1.110e-03,-0.484
-1.100e-03,-0.468
-1.090e-03,-0.456
-1.080e-03,-0.448
-1.070e-03,-0.44
-1.060e-03,-0.42
-1.050e-03,-0.4
-1.040e-03,-0.384
-1.030e-03,-0.36
-1.020e-03,-0.332
-1.010e-03,-0.316
-1.000e-03,-0.288
-9.90e-04,-0.264
-9.80e-04,-0.236
-9.70e-04,-0.212
-9.60e-04,-0.184
-9.50e-04,-0.156
-9.40e-04,-0.124
-9.30e-04,-0.092
-9.20e-04,-0.064
-9.10e-04,-0.028
-9.00e-04,-0.004
-8.90e-04,0.032
-8.80e-04,0.068
-8.70e-04,0.096
-8.60e-04,0.128
-8.50e-04,0.152
-8.40e-04,0.18
-8.30e-04,0.212
-8.20e-04,0.232
-8.10e-04,0.264
-8.00e-04,0.288
-7.90e-04,0.312
-7.80e-04,0.34
-7.70e-04,0.372
-7.60e-04,0.384
-7.50e-04,0.412
-7.40e-04,0.42
-7.30e-04,0.44
-7.20e-04,0.448
-7.10e-04,0.46
-7.00e-04,0.472
-6.90e-04,0.488
-6.80e-04,0.492
-6.70e-04,0.492
-6.60e-04,0.496
-6.50e-04,0.492
-6.40e-04,0.496
-6.30e-04,0.496
-6.20e-04,0.484
-6.10e-04,0.48
-6.00e-04,0.476
-5.90e-04,0.468
-5.80e-04,0.456
-5.70e-04,0.44
-5.60e-04,0.428
-5.50e-04,0.4
-5.40e-04,0.392
-5.30e-04,0.372
-5.20e-04,0.344
-5.10e-04,0.316
-5.00e-04,0.292
-4.90e-04,0.268
-4.80e-04,0.244
-4.70e-04,0.22
-4.60e-04,0.192
-4.50e-04,0.156
-4.40e-04,0.128
-4.30e-04,0.108
-4.20e-04,0.068
-4.10e-04,0.036
-4.00e-04,0.004
-3.90e-04,-0.028
-3.80e-04,-0.056
-3.70e-04,-0.084
-3.60e-04,-0.116
-3.50e-04,-0.148
-3.40e-04,-0.18
-3.30e-04,-0.208
-3.20e-04,-0.24
-3.10e-04,-0.256
-3.00e-04,-0.284
-2.90e-04,-0.312
-2.80e-04,-0.332
-2.70e-04,-0.352
-2.60e-04,-0.38
-2.50e-04,-0.4
-2.40e-04,-0.42
-2.30e-04,-0.428
-2.20e-04,-0.452
-2.10e-04,-0.452
-2.00e-04,-0.468
-1.90e-04,-0.488
-1.80e-04,-0.484
-1.70e-04,-0.492
